(internal) id,(source) id,pubmed id,keywords,abstract,title,journal,authors,tags,consensus,labeled_at,cperezl,labeled_at,nicoluarte,labeled_at,general notes (cperezl),population notes (cperezl),intervention/comparator notes (cperezl),outcome notes (cperezl),general notes (nicoluarte),population notes (nicoluarte),intervention/comparator notes (nicoluarte),outcome notes (nicoluarte)
27630594,2189144,2189144,"Animals,Deoxyglucose/pharmacology,Eating/*drug effects,Food Deprivation,Hyperphagia/*physiopathology,Insulin/pharmacology,Male,Phenylpropanolamine/*pharmacology,Rats,Rats, Inbred Strains,Stereoisomerism","Phenylpropanolamine (PPA, d,l-norephedrine), available in many over-the-counter nasal decongestants and appetite suppressants, is a racemic mixture of the enantiomers d- and l-norephedrine. The present study evaluates the effects of the individual PPA enantiomers on a variety of nondrug (food deprivation) and drug-induced hyperphagias (2-deoxyglucose and insulin). Racemic PPA has been shown to significantly suppress food intake in these hyperphagic models. Both l-norephedrine (5-50 mg/kg) and d-norephedrine (5-150 mg/kg), administered intraperitoneally, significantly suppressed feeding after a 4-hr fast during the dark cycle. During the light period, l-norephedrine (7.5, 10, 15 mg/kg) and d-norephedrine (75, 100, 150 mg/kg) significantly reduced food intake at the 1-hr and 3-hr time intervals in the 24-hr food deprivation-, insulin- and 2-deoxyglucose-induced hyperphagic models. Only 7.5 mg/kg l-norephedrine in the insulin-induced hyperphagia at 3 hr failed to significantly suppress feeding. These results indicate that each individual PPA enantiomer possesses the ability to suppress food intake in rats made hyperphagic by various stimuli.","Enantiomers of phenylpropanolamine suppress food intake in hyperphagic rats.","Pharmacology, biochemistry, and behavior","Eisenberg MS and Maher TJ","no comparison between intermittent or continuous  food access groups,no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-23 22:55:13,-1,2021-02-25 14:55:51,,,,,,,,
27630595,24312417,24312417,"Animals,Benzazepines/pharmacology,*Circadian Rhythm,Dopamine/*metabolism,Dopamine Agonists/pharmacology,Dopamine Antagonists/pharmacology,*Feeding Behavior,Male,Quinpirole/pharmacology,Rats,Rats, Sprague-Dawley","Circadian activity rhythms are jointly controlled by a master pacemaker in the hypothalamic suprachiasmatic nuclei (SCN) and by food-entrainable circadian oscillators (FEOs) located elsewhere. The SCN mediates synchrony to daily light-dark cycles, whereas FEOs generate activity rhythms synchronized with regular daily mealtimes. The location of FEOs generating food anticipation rhythms, and the pathways that entrain these FEOs, remain to be clarified. To gain insight into entrainment pathways, we developed a protocol for measuring phase shifts of anticipatory activity rhythms in response to pharmacological probes. We used this protocol to examine a role for dopamine signaling in the timing of circadian food anticipation. To generate a stable food anticipation rhythm, rats were fed 3h/day beginning 6-h after lights-on or in constant light for at least 3 weeks. Rats then received the D2 agonist quinpirole (1 mg/kg IP) alone or after pretreatment with the dopamine synthesis inhibitor alpha-methylparatyrosine (AMPT). By comparison with vehicle injections, quinpirole administered 1-h before lights-off (19h before mealtime) induced a phase delay of activity onset prior to the next meal. Delay shifts were larger in rats pretreated with AMPT, and smaller following quinpirole administered 4-h after lights-on. A significant shift was not observed in response to the D1 agonist SKF81297. These results provide evidence that signaling at D2 receptors is involved in phase control of FEOs responsible for circadian food anticipatory rhythms in rats.","Dopaminergic regulation of circadian food anticipatory activity rhythms in the rat.","PloS one","Smit AN and Patton DF and Michalik M and Opiol H and Mistlberger RE","no comparison between intermittent or continuous  food access groups,no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-27 22:00:40,-1,2021-03-12 20:39:59,,,,,,,,
27630596,12794777,12794777,"Animal Feed,Animals,Estrus/*physiology,Feeding Behavior/*physiology,Female,Food Deprivation/physiology,Gonadal Steroid Hormones/physiology,Liver,Maternal Behavior/*physiology,Motivation,Parturition/*physiology,*Placenta,Pregnancy,Rabbits","Rabbits show placentophagia at parturition, but the regulation of this behavior and its incidence across the reproductive cycle are unknown. By testing estrous, midpregnant, prepartum (day 1), and postpartum (days 1 and 5) food-deprived rabbits with liver and placenta, we found an absence or infrequency (<%) of placentophagia in the former three groups, an invariable occurrence at parturition, and a persistence into postpartum days 1 and 5 (50 and 48%, respectively). Most placentophagic females also ate liver on postpartum day 1, but not on postpartum day 5. In different food-deprived rabbits, tested every 2 hr with placenta and food pellets, placentophagia incidence was 20% at 8 hr prepartum, 100% at parturition, and 67 and 21% at 8 and 24 hr postpartum, respectively. Most placentophagic rabbits also ate food pellets in postpartum (but not in prepartum) tests. Results suggest that somatosensory, hormonal, or both factors of the peripartum period regulate placentophagia expression.","Placentophagia in rabbits: incidence across the reproductive cycle.","Developmental psychobiology","Melo AI and Gonzalez-Mariscal G","study with other mammals other than rat mice,study with other mammals other than rat mice",-1,,-1,2021-02-27 21:11:58,-1,2021-03-12 01:01:46,,,,,,,,
27630597,7667429,7667429,"Animals,Arousal/*physiology,Body Weight/physiology,Circadian Rhythm/*physiology,Feeding Behavior/*physiology,Food Deprivation/physiology,Gastric Mucosa/pathology/*physiopathology,Male,Motor Activity/*physiology,Rats,Rats, Sprague-Dawley,Social Environment,Stomach Ulcer/*physiopathology","Rats housed in activity wheels (A-W) or hanging cages (H-C) received food restriction to 4 h/day for 15 days. Food was given at fixed times to entrain the feeding entrainable oscillator or at irregular times to prevent entrainment. One half of the rats received food in the light phase, the other half in the dark phase of the light-dark cycle. Food was then reduced to 6 g/day for 4 days for A-W rats or 7 days for H-C rats. Stomachs were removed 24 h after the last meal and the ulcerated area was quantified. Twenty one of 32 A-W rats and 19 of 32 H-C rats had ulcers in the glandular stomach. Ulcers were significantly larger in A-W rats (p < 0.01). Activity levels (in A-W rats), % body weight loss and terminal body weight (in both groups) were significantly correlated with the area of ulcers. There was no significant time of day effect on the ulcer severity. However, an unexpected finding was that for A-W rats, those fed at fixed times had larger ulcers than those fed at irregular times (p < 0.01) while H-C rats showed an expected trend in the opposite direction. One possible explanation for this result is that for A-W rats, the reduced food supply at an expected time of day generated a greater stress response than in rats whose feeding time was unpredictable.","Activity-stress ulcers in rats: the role of preentrainment to meal time.","Physiology & behavior","Yi I and Stephan FK and Bays ME","No measure of food related behavior (lever presses, progressive ratio breaking point, food receptacle approaches, etc),no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-24 18:40:23,-1,2021-02-27 15:09:49,,,,,,,,
27630598,28536692,28536692,"","The hedonic component of the feeding behavior involves the mesolimbic reward system and resembles addictions. Nowadays, the excessive consumption of sucrose is considered addictive. The Wistar-Kyoto (WKY) rat strain is prone to develop anxiety and addiction-like behavior; nevertheless, a lack of information regarding their vulnerability to develop sugar binging-like behavior (SBLB) and how it affects the reward system persist. Therefore, the first aim of the present study was to compare the different predisposition of two rat strains, Wistar (W) and WKY to develop the SBLB in female and male rats. Also, we studied if the SBLB-inducing protocol produces changes in anxiety-like behavior using the plus-maze test (PMT) and, analyzed serotonin (5-HT) and noradrenaline (NA) concentrations in brain areas related to anxiety and ingestive behavior (brain stem, hypothalamus, nucleus accumbens, and amygdala). Finally, we evaluated whether fluoxetine, a drug that has been effective in reducing the binge-eating frequency, body weight, and severity of binge eating disorder, could also block this behavior. Briefly, WKY and W female rats were exposed to 30% sucrose solution (2 h, 3 days/week for 4 weeks), and fed up ad libitum. PMT was performed between the last two test periods. Immediately after the last test where sucrose access was available, rats were decapitated and brain areas extracted for high-performance liquid chromatography analysis. The results showed that both W and WKY female and male rats developed the SBLB. WKY rats consumed more calories and ingested a bigger amount of sucrose solution than their W counterpart. This behavior was reversed by using fluoxetine, rats exposed to the SBLB-inducing protocol presented a rebound effect during the washout period. On female rats, the SBLB-inducing protocol induced changes in NA concentrations on WKY, but not on W rats. No changes were found in 5-HT levels. Finally, animals that developed SBLB showed increased anxiety-like behavior in the PMT. In conclusion, WKY female rats can be considered as a more susceptible rat strain to develop SBLB.","Wistar-Kyoto Female Rats Are More Susceptible to Develop Sugar Binging: A Comparison with Wistar Rats.","Frontiers in nutrition","Papacostas-Quintanilla H and Ortiz-Ortega VM and Lopez-Rubalcava C","no comparison between intermittent or continuous  food access groups,no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-16 18:01:46,-1,2021-02-17 00:48:18,,,,,,,,
27630599,3812765,3812765,"Activity Cycles,Animals,Animals, Suckling/growth & development/*physiology,Blindness/physiopathology,*Circadian Rhythm,Food Deprivation/*physiology,Rats,Rats, Inbred Strains,Weaning","Phase setting of the circadian rhythm by restricted daily feeding (RF) was examined in rat pups. Feeding of virgin, pregnant, and nursing rats together with pups was restricted to 4 h at a fixed time of the day. Phases of the circadian rhythm developed in neonatally blinded pups were measured on the day of weaning to evaluate the effect of RF on phase setting. The activity onset and offset of the locomotor rhythm were used for the phase reference. In blinded pups born and raised under ad libitum feeding, the phase at weaning was a function of the free-running period measured after weaning and located in a narrow range (control zone). When RF was imposed from 2 wk prior to the conception (C) until weaning (3w), the pups phases were located outside the control zone and related to the feeding time. To identify the period in which the phase setting is effective, RF was imposed during 5 different periods (C-0w, C-1w, C-2w, 2-6w, and 3-6w). The circadian rhythm of all pups in the C-2w group and some in the C-1w was phase set, but those in other groups were not affected. It is concluded that RF imposed during the early nursing period is capable of phase setting the circadian system of blinded infant rats.","Restricted daily feeding during nursing period resets circadian locomotor rhythm of infant rats.","The American journal of physiology","Honma S and Honma K and Hiroshige T","",-1,2021-03-17 17:17:26,1,2021-02-18 19:15:15,-1,2021-02-18 00:42:36,,,,,,,,
27630600,28090585,28090585,"Animals,Circadian Clocks,Cohort Studies,Depressive Disorder/*etiology/physiopathology,Disease Models, Animal,Exploratory Behavior,Food Preferences,Male,Motor Activity,Phenotype,*Photoperiod,Rats, Wistar,Saccharin,Sexual Behavior, Animal,Sexual Dysfunctions, Psychological/etiology,Swimming","In mammals, a master circadian clock within the suprachiasmatic nucleus (SCN) of the hypothalamus maintains the phase coherence among a wide array of behavioral and physiological circadian rhythms. Affective disorders are typically associated with disruption of this fine-tuned 'internal synchronization,' but whether this internal misalignment is part of the physiopathology of mood disorders is not clear. To date, depressive-like behavior in animal models has been induced by methods that fail to specifically target the SCN regulation of internal synchronization as the mode to generate depression. In the rat, exposure to a 22-h light-dark cycle (LD22) leads to the uncoupling of two distinct populations of neuronal oscillators within the SCN. This genetically, neurally, and pharmacologically intact animal model represents a unique opportunity to assess the effect of a systematic challenge to the central circadian pacemaker on phenotypic manifestations of mood disorders. We show that LD22 circadian forced desynchrony in rats induces depressive-like phenotypes including anhedonia, sexual dysfunction, and increased immobility in the forced swim test (FST), as well as changes in the levels and turnover rates of monoamines within the prefrontal cortex. Desynchronized rats show increased FST immobility during the dark (active) phase but decreased immobility during the light (rest) phase, suggesting a decrease in the amplitude of the normal daily oscillation in this behavioral manifestation of depression. Our results support the notion that the prolonged internal misalignment of circadian rhythms induced by environmental challenge to the central circadian pacemaker may constitute part of the etiology of depression.","Circadian Forced Desynchrony of the Master Clock Leads to Phenotypic Manifestation of Depression in Rats.","eNeuro","Ben-Hamo M and Larson TA and Duge LS and Sikkema C and Wilkinson CW and de la Iglesia HO and Gonzalez MM","no comparison between intermittent or continuous  food access groups,no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-23 23:20:46,-1,2021-02-25 14:56:22,,,,,,,,
27630601,19901333,19901333,"Amygdala/cytology/metabolism,Animals,Behavior, Addictive/metabolism/psychology,Behavior, Animal/physiology,*Compulsive Behavior,Corticotropin-Releasing Hormone/*metabolism,*Diet,Eating/*physiology/psychology,Electrophysiology,Male,Maze Learning,Pyrimidines/metabolism,Rats,Rats, Wistar,Receptors, Corticotropin-Releasing Hormone/antagonists & inhibitors/*metabolism,Reward,Stress, Psychological/metabolism/psychology,Substance Withdrawal Syndrome/metabolism/psychology","Dieting to control body weight involves cycles of deprivation from palatable food that can promote compulsive eating. The present study shows that rats withdrawn from intermittent access to palatable food exhibit overeating of palatable food upon renewed access and an affective withdrawal-like state characterized by corticotropin-releasing factor-1 (CRF(1)) receptor antagonist-reversible behaviors, including hypophagia, motivational deficits to obtain less palatable food, and anxiogenic-like behavior. Withdrawal was accompanied by increased CRF expression and CRF(1) electrophysiological responsiveness in the central nucleus of the amygdala. We propose that recruitment of anti-reward extrahypothalamic CRF-CRF(1) systems during withdrawal from palatable food, analogous to abstinence from abused drugs, may promote compulsive selection of palatable food, undereating of healthier alternatives, and a negative emotional state when intake of palatable food is prevented.","CRF system recruitment mediates dark side of compulsive eating.","Proceedings of the National Academy of Sciences of the United States of America","Cottone P and Sabino V and Roberto M and Bajo M and Pockros L and Frihauf JB and Fekete EM and Steardo L and Rice KC and Grigoriadis DE and Conti B and Koob GF and Zorrilla EP","",1,,1,2021-02-23 18:52:56,1,2021-02-25 14:57:05,,,,,,,,
27630602,10497950,10497950,"Analysis of Variance,Animals,Appetite Regulation/*physiology,Appetitive Behavior/physiology,Chi-Square Distribution,Eating/*physiology,Feeding Behavior/*physiology,Food Deprivation/physiology,*Food Supply,Handling, Psychological,*Housing, Animal,Male,Motor Activity/*physiology,Photoperiod,Rats,Rats, Sprague-Dawley,Reinforcement Schedule,Social Isolation,Time Factors","Certain popular models of the regulation of food intake predict a positive correlation between the size of a meal and the preceding and/or following intermeal interval. However, the reported strength of these prandial correlations has varied widely in the literature. To determine what factors may influence the strength of these relationships, we measured the timing of and amount consumed in meals of laboratory rats as a function of 1) whether they were housed in isolation or with partial access to peers or a running wheel, 2) whether they were disturbed daily or weekly for maintenance procedures, and 3) whether food was free or contingent on operant responding. We also compared two definitions of 'meal' and 'intermeal interval.' Strong prandial correlations were found only occasionally. Caging, food cost, and maintenance frequency did not affect the size of the correlations, although these factors did influence the rats' meal patterns. We conclude the regulation of food intake cannot be explained by models relying on a regular relationship between meal size and intermeal interval.","The relation between meal size and the time between meals: effects of cage complexity and food cost.","Physiology & behavior","Collier G and Johnson DF and Mitchell C","",-1,2021-03-17 17:18:38,1,2021-02-24 18:39:08,-1,2021-02-27 15:10:04,,,,,,,,
27630603,19519629,19519629,"ARNTL Transcription Factors,Animals,Arcuate Nucleus of Hypothalamus/metabolism,Basic Helix-Loop-Helix Transcription Factors/genetics/metabolism,Body Temperature/*physiology,Body Weight/physiology,Cell Cycle Proteins/genetics/*metabolism,Circadian Rhythm/*physiology,Dorsomedial Hypothalamic Nucleus/*physiology,Feeding Behavior/*physiology,Food Deprivation/physiology,*Gene Expression Regulation,Intracellular Signaling Peptides and Proteins/genetics/*metabolism,Male,Mice,Motor Activity/physiology,Neocortex/metabolism,Nuclear Proteins/genetics/*metabolism,Period Circadian Proteins,Photoperiod,RNA, Messenger/genetics/metabolism,Receptors, N-Methyl-D-Aspartate/metabolism,Solitary Nucleus/metabolism,Transcription Factors/genetics/*metabolism","Circadian rhythms in mammals are regulated by a light-entrainable circadian pacemaker in the hypothalamic suprachiasmatic nucleus and food-entrainable oscillators located elsewhere in the brain and body. The dorsomedial hypothalamic nucleus (DMH) has been proposed to be the site of oscillators driving food-anticipatory circadian rhythms, but this is controversial. To further evaluate this hypothesis, we measured clock gene, temperature and activity rhythms in intact and DMH-ablated mice. A single 4-h midday feeding after an overnight fast induced mPer1 and mPer2 mRNA expression in the DMH, arcuate nucleus, nucleus of the solitary tract and area postrema, and reset daily rhythms of mPer1, mPer2 and mBMAL1 in the DMH, arcuate and neocortex. These rhythms persisted during 2 days of food deprivation after 12 days of scheduled daytime feeding. Acute induction of DMH mPer1 and mPer2 was N-methyl-D-aspartate (NMDA) receptor-dependent, whereas rhythmic expression after 6 days of restricted feeding was not. Thermal DMH lesions did not affect acute induction or rhythmic expression of clock genes in other brain regions in response to scheduled daytime feeding. DMH lesions attenuated mean daily activity levels and nocturnality but did not affect food-anticipatory rhythms of activity and body temperature in either light-dark or constant darkness. These results confirm that the DMH and other brain regions express circadian clock gene rhythms sensitive to daytime feeding schedules, but do not support the hypothesis that DMH oscillations drive food-anticipatory behavioral or temperature rhythms.","The dorsomedial hypothalamic nucleus is not necessary for food-anticipatory circadian rhythms of behavior, temperature or clock gene expression in mice.","The European journal of neuroscience","Moriya T and Aida R and Kudo T and Akiyama M and Doi M and Hayasaka N and Nakahata N and Mistlberger R and Okamura H and Shibata S","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-26 14:17:54,-1,2021-02-27 15:10:19,,,,,,,,
27630604,3687825,3687825,"Animals,Corticosterone/analysis/*blood,Female,Food,Food Deprivation/physiology,Lactation/*blood,Milk/analysis/metabolism,Milk Proteins/analysis,Nutrition Disorders/*blood/physiopathology,Pregnancy,Prolactin/analysis/*blood,Rats,Rats, Inbred Strains,Water/analysis","To examine the effects of malnutrition imposed at various stages of the reproductive cycle on galactopoietic hormones and lactational performance, rats were fed 50% of the intake of ad libitum-fed controls either before and during pregnancy (refed), during lactation only (acutely restricted), or throughout the experimental period (chronically restricted). Milk yield and litter weight at day 14 of lactation were compromised in the groups restricted during lactation. Dietary restriction during lactation had consistent negative effects on milk nutrient and energy contents. Plasma and milk corticosterone values were twice as high in the groups restricted during lactation as in the controls. Corticosterone but not prolactin values were correlated with many measures of lactational performance. These results suggest that the increase in corticosterone values may be one mechanism by which malnutrition exerts its effects on lactational performance.","Malnutrition during the reproductive cycle: effects on galactopoietic hormones and lactational performance in the rat.","The American journal of clinical nutrition","Kliewer RL and Rasmussen KM","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-26 14:55:38,-1,2021-02-27 15:11:02,,,,,,,,
27630605,32481494,32481494,"","BACKGROUND: Binge-eating disorder is a pervasive addiction-like disorder that is defined by excessive and uncontrollable consumption of food within brief periods of time. The aim of the current study was to examine the role of the brain noradrenergic system in binge-like eating through the use of the alpha-1 adrenergic receptor antagonist prazosin. METHODS: For this purpose, we employed a limited access model whereby male Wistar rats were allowed to nosepoke for either chow (Chow rats) or a sugary, highly palatable food (Palatable rats) for 1 h/day. The effects of prazosin (0, 0.5, 1 and 2 mg/kg, i.p.) were tested in a fixed ratio 1 (FR1) and progressive ratio (PR) schedule of reinforcement. RESULTS: The results show that prazosin preferentially reduced the responses for palatable food in a FR1 reinforcement schedule; when tested in a PR schedule of reinforcement, prazosin increased breakpoint in both Chow and Palatable rats, but more potently and more efficaciously in the latter. Our results suggest that prazosin treatment preferentially increased the motivational properties of the palatable diet. CONCLUSIONS: The current findings provide the characterization of the effects of prazosin on binge-like eating and offer support to the existing literature showing the important role of the noradrenergic system in addiction-like behavior.","The Alpha-1 Adrenergic Receptor Antagonist Prazosin Reduces Binge-Like Eating in Rats.","Nutrients","Hicks C and Sabino V and Cottone P","no comparison between intermittent or continuous  food access groups,no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-22 19:24:58,-1,2021-02-25 14:57:42,,,,,,,,
27630606,24815221,24815221,"Animals,Cold Temperature,Energy Metabolism/*physiology,Estrous Cycle/*physiology,Feeding Behavior/*physiology,Female,Mesocricetus/*physiology,Motor Activity/physiology,Sexual Behavior, Animal/*physiology","This article is part of a Special Issue 'Energy Balance'. In female Syrian hamsters (Mesocricetus auratus), low circulating levels of ovarian steroids are associated with increased food hoarding and decreased sexual motivation, but these effects are exaggerated in food-restricted females. To determine whether cold ambient temperature has the same effects as food restriction, groups of hamsters were fed ad libitum while they were housed at either 5 degrees C or 22 degrees C, and then tested for behavior for 90 min on each day of the estrous cycle. In females housed at 22 degrees C, high levels of sexual motivation and low levels of food hoarding were seen every day of the estrous cycle. In females housed at 5 degrees C, high levels of sexual motivation were restricted to the periovulatory day. On the three nonestrous days, these females showed high levels of food hoarding, but not food intake. A separate cohort of females were provided with access to running wheels and housed at 22 degrees C. They showed high levels of sexual motivation restricted to the periovulatory day, similar to the pattern of sexual motivation seen in cold-housed females. Unlike cold-housed females, those with running wheels showed low levels of food hoarding and high levels of food intake. Food restriction, cold housing, and access to wheels had no significant effect on plasma estradiol or progesterone concentrations, but significantly decreased plasma leptin concentrations. All three energetic challenges unmask estrous cycle fluctuations in sexual motivation that are obscured in laboratory conditions, i.e., isolation in a small cage with an overabundance of food.","Estrous cycle fluctuations in sex and ingestive behavior are accentuated by exercise or cold ambient temperatures.","Hormones and behavior","Abdulhay A and Benton NA and Klingerman CM and Krishnamoorthy K and Brozek JM and Schneider JE","study with other mammals other than rat mice,no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-27 20:57:53,-1,2021-03-12 00:51:59,,,,,,,,
27630607,22958428,22958428,"Animals,Body Weight/drug effects,Dose-Response Relationship, Drug,Eating/drug effects,Female,Male,Maternal Exposure/*adverse effects,Passiflora/*chemistry/*toxicity,Pregnancy,Prenatal Exposure Delayed Effects/*metabolism,Rats,Rats, Wistar,Sexual Behavior, Animal/drug effects,Sperm Count,Testosterone/blood","Passiflora incarnata is marketed in many countries as a phytomedicine and is prescribed mainly as a sedative and anxiolytic. Even though the directions of most marketed phytomedicines recommend them to be used under medical supervision, reproductive and developmental studies are sparse and not mandatory for regulatory purposes. To evaluate the reproductive and developmental toxicity of P. incarnata, Wistar female rats were gavaged with 30 or 300 mg kg(-1) of this herb from gestational Day (GD) 0 to postnatal Day (PND) 21. P. incarnata treatment did not influence dams' bodyweight or food intake or their reproductive performance (post-implantation loss, litter size, litter weight). There was also no influence on the physical development of pups (bodyweight gain, day of vaginal opening or preputial separation) or their behaviour in the open-field at PND 22, 35 and 75. Sexual behaviour was disrupted in adult male pups exposed to 300 mg kg(-1) of P. incarnata; in this group, only 3 out of 11 pups were sexually competent. This behavioural disruption was not accompanied by alterations in plasma testosterone levels, reproductive-related organs and glands weights or sperm count. It is hypothesised that aromatase inhibition may be involved in the observed effect.","Developmental exposure to Passiflora incarnata induces behavioural alterations in the male progeny.","Reproduction, fertility, and development","Bacchi AD and Ponte B and Vieira ML and de Paula JC and Mesquita SF and Gerardin DC and Moreira EG","no comparison between intermittent or continuous  food access groups,no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-27 19:53:30,-1,2021-03-11 03:44:31,,,,,,,,
27630608,32714209,32714209,"","Diet-induced obesity (DIO) is associated with a defect of the orosensory detection of dietary lipids in rodents. This dysfunction is not anecdotic since it might worsen the negative effects of obesity by promoting the overconsumption of energy-dense foods. Previous studies have highlighted a progressive devaluation of reward value of lipid stimuli due to a desensitization of dopaminergic brain areas in DIO mice. Paradoxically, the putative deleterious impact of obesity on peripheral fat detection by the gustatory papillae remains poorly documented. Using a whole transcriptomic investigation of the circumvallate papillae (CVP), an analysis of CVP genes involved in fat taste transduction and signaling along the day, and two bottle choice tests, we have found that (i) CVP, known to house the most taste buds in the oral cavity, displays a genic circadian rhythm, (ii) DIO reduces the oscillation of key genes involved both in the circadian clock and lipid detection/signaling, and (iii) the gene invalidation of the clock gene Rev-Erbalpha does not significantly affect fat preference despite an oily solution intake slightly lower than littermate controls. Taken together these data bring the first demonstration that the gustatory function is under control of a peripheral clock in mammals, as already reported in fly and suggest that a disturbance of this rhythmicity might contribute to the lower fatty taste acuity found in obese mice.","Diet-Induced Obesity Alters the Circadian Expression of Clock Genes in Mouse Gustatory Papillae.","Frontiers in physiology","Bernard A and Dastugue A and Maquart G and Delhaye S and Duez H and Besnard P","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-02-22 23:18:42,-1,2021-02-25 14:58:24,,,,,,,,
27630609,23654201,23654201,"Analysis of Variance,Animals,Anxiety/psychology,Behavior, Animal,Binge-Eating Disorder/psychology,Compulsive Behavior/*psychology,Conditioning, Operant/physiology,Corticosterone/metabolism,Feeding Behavior/*psychology,Female,Food Preferences/*psychology,Motivation/physiology,Rats, Wistar,Reinforcement, Psychology,Stress, Psychological/blood","Converging evidence suggests that recurrent excessive calorie restriction causes binge eating by promoting behavioral disinhibition and overeating. This interpretation suggests that cognitive adaptations may surpass physiological regulations of metabolic needs after recurrent cycles of dieting and binging. Intermittent access to palatable food has long been studied in rats, but the consequences of such diet cycling procedures on the cognitive control of food seeking remain unclear. Female Wistar rats were divided in two groups matched for food intake and body weight. One group received standard chow pellets 7 days/week, whereas the second group was given chow pellets for 5 days and palatable food for 2 days over seven consecutive weeks. Rats were also trained for operant conditioning. Intermittent access to palatable food elicited binging behavior and reduced intake of normal food. Rats with intermittent access to palatable food failed to exhibit anxiety-like behaviors in the elevated plus maze, but displayed reduced locomotor activity in the open field and developed a blunted corticosterone response following an acute stress across the diet procedure. Trained under a progressive ratio schedule, both groups exhibited the same motivation for sweetened food pellets. However, in contrast to controls, rats with a history of dieting and binging exhibited a persistent compulsive-like behavior when access to preferred pellets was paired with mild electrical foot shock punishments. These results highlight the intricate development of anxiety-like disorders and cognitive deficits leading to a loss of control over preferred food intake after repetitive cycles of intermittent access to palatable food.","Evidence for a compulsive-like behavior in rats exposed to alternate access to highly preferred palatable food.","Addiction biology","Rossetti C and Spena G and Halfon O and Boutrel B","",1,,1,2021-02-23 14:41:14,1,2021-02-25 14:59:43,,,,,,,,
27630610,23558307,23558307,"Analysis of Variance,Animals,Eating/*physiology,Fasting/*physiology,Hypothalamus/cytology/*metabolism,Intracellular Signaling Peptides and Proteins/*metabolism,Male,Neurons/*metabolism,Neuropeptides/*metabolism,Orexins,Proto-Oncogene Proteins c-fos/metabolism,Rats,Rats, Wistar,Time Factors","Rats under a restricted feeding schedule develop food anticipatory activity 2-3h prior food access, characterized by increased arousal, foraging and exploratory behavior. This anticipatory behavior is not observed when rodents are allowed ad libitum food access and reappears for several cycles when food-entrained animals are fasted. Previously we reported that food entrainment also produces increased expression of c-Fos protein in the dorsomedial nucleus (DMH), in the perifornical area (PeF) and in the lateral hypothalamic area (LH) anticipating food intake. These hypothalamic structures contain abundant orexin (ORX) producing neurons and promote arousal, reward and metabolic balance, thus we explored the participation of the orexinergic system in food-entrainment by evaluating in food entrained rats (RF) the expression of c-Fos in ORX cells in anticipation, during and after food access, and in rats exhibiting persistent activation in fasting after interruption of the food-entrainment protocol (RF-Fast). Data were compared with ad libitum controls and with a 22-h fasted group. RF rats exhibited a food-entrained rhythm of c-Fos in ORX cells in the DMH, LH and PeF with highest levels at the time of meal delivery and after food ingestion. In RF-Fast rats the food-entrained pattern of ORX cells persisted in the PeF and LH and partially in the DMH, which in addition exhibited an earlier activation. We conclude that ORX cells in PeF and LH exhibit self sustained oscillations driven by food-entrainment, whereas the DMH may mediate arousal mechanisms that elicit anticipatory activity.","Food-entrained patterns in orexin cells reveal subregion differential activation.","Brain research","Jimenez A and Caba M and Escobar C","No measure of food related behavior (lever presses, progressive ratio breaking point, food receptacle approaches, etc)",-1,,-1,2021-02-24 19:22:46,-1,2021-02-27 15:11:50,,,,,,,,
27630611,17904878,17904878,"Animals,Behavior, Animal/physiology,Callithrix/*physiology,Circadian Rhythm/*physiology,Conditioning, Psychological/*physiology,Feeding Behavior/physiology,Memory/*physiology,Space Perception/physiology,Time Perception/*physiology","In rodents, the expression of a reward-conditioned place preference (CPP) is regulated in a circadian pattern such that the preference is exhibited strongly at the circadian time of prior training but not at other circadian times. Because each animal is trained only at a single circadian phase, the concept of time as a context cue is derived from a rhythmic internal state rather than learned explicitly from the external cues. We now report that the same 'time memory' is expressed following context conditioning in the common marmoset (Callithrix jacchus). Animals were trained at a specific time to discriminate between an unpaired context and a context paired with food reward. Marmosets were then tested for preference at circadian times that were either the same or different from the training time. Preference was expressed only when training and testing times matched. The results show that time of day learning can be generalized to this new world primate implying that a similar circadian mechanism might regulate craving for reward in diverse mammals including human beings.","Memory for time of training modulates performance on a place conditioning task in marmosets.","Neurobiology of learning and memory","Valentinuzzi VS and Neto SP and Carneiro BT and Santana KS and Araujo JF and Ralph MR","study with other mammals other than rat mice",-1,,-1,2021-02-24 18:45:09,-1,2021-02-27 15:12:11,,,,,,,,
